OOMP Type;OOMP Size;OOMP Color;OOMP Description;OOMP Index;Full OOMP ID;Hex ID (short code);name;description;code;collection;gitRepo;gitName;eagleBoard;eagleSchem;kicadBoard;kicadSchem;Part Number (Manufacturer);Part Number (Distributor);Part Number (OPL);Footprint Kicad;Footprint Kicad;Footprint Eagle;Footprint Kicad;Symbol Kicad;Symbol Kicad Details;Symbol Eagle;Symbol Eagle Details;Match Special;OOMP Parts List;OOMP Instances;Parts as pulled from a BOM
FOOTPRINT;eagle;SparkFun-Eagle-Libraries;SparkFun-Sensors;LGA-12-3X3;FOOTPRINT-eagle-SparkFun-Eagle-Libraries-SparkFun-Sensors-LGA-12-3X3;FZSSPARKFUNSENSLGA123X3;SparkFun-Sensors : LGA-12-3X3;;;;;;;;;;;;;;;;;;;;;;;;
